model,regime,country,feature_set,protocol,phase,RMSE,MAE,QLIKE,RMSE_CV,best_val_qlike,n_features
Huber,gfc,KR,momentum,expanding,Full Test,0.3172438745574826,0.19423286358205832,0.013778890591218198,0.21586350240963398,0.015080524091948464,14
Huber,gfc,KR,momentum,expanding,Pre-Lehman,0.18895515310909608,0.14210623468637007,0.01254625286633813,0.1653689991848783,0.015080524091948464,14
Huber,gfc,KR,momentum,expanding,Lehman Crisis,0.5157371555217666,0.3461301554716338,0.019366658544204846,0.22147481753227524,0.015080524091948464,14
Huber,gfc,KR,momentum,expanding,Recovery,0.2828346911124539,0.14936964487386256,0.009774125039838133,0.2131756239955032,0.015080524091948464,14
LightGBM,gfc,KR,momentum,static,Full Test,0.4276253278609684,0.2202407562184135,0.016554516380600678,0.290970790594133,0.017589415078096474,14
LightGBM,gfc,KR,momentum,static,Pre-Lehman,0.1897825690749834,0.1442325299674267,0.012686465948721573,0.16609313371064788,0.017589415078096474,14
LightGBM,gfc,KR,momentum,static,Lehman Crisis,0.7652088629429388,0.44223198245796674,0.029303577926088727,0.328606328785661,0.017589415078096474,14
LightGBM,gfc,KR,momentum,static,Recovery,0.30609115092011513,0.15408197525283934,0.011046073960590232,0.2307042740770215,0.017589415078096474,14
LightGBM,gfc,KR,momentum,expanding,Full Test,0.36447425083848356,0.2049632769977741,0.014154034443022956,0.24800065386248082,0.017589415078096474,14
LightGBM,gfc,KR,momentum,expanding,Pre-Lehman,0.18792474351875244,0.14061252617123257,0.012532780675245108,0.1644672095279048,0.017589415078096474,14
LightGBM,gfc,KR,momentum,expanding,Lehman Crisis,0.6299110803178198,0.39444033416876084,0.0209856265400416,0.27050492694055966,0.017589415078096474,14
LightGBM,gfc,KR,momentum,expanding,Recovery,0.28065146140329406,0.14669032363680543,0.009650495926656805,0.21153009970092282,0.017589415078096474,14
XGBoost,gfc,KR,momentum,static,Full Test,0.3978693743824289,0.20319347684865038,0.01450778761552652,0.270723829657928,0.019149399809136075,14
XGBoost,gfc,KR,momentum,static,Pre-Lehman,0.1817177983296183,0.13557205567769673,0.011749220407860328,0.15903504058710918,0.019149399809136075,14
XGBoost,gfc,KR,momentum,static,Lehman Crisis,0.7023555808063933,0.39558223317759417,0.023381014168044025,0.3016150231497254,0.019149399809136075,14
XGBoost,gfc,KR,momentum,static,Recovery,0.3079214239179278,0.1518686965386112,0.01090235322691573,0.2320837710080953,0.019149399809136075,14
XGBoost,gfc,KR,momentum,expanding,Full Test,0.3437618926079162,0.1955747018988175,0.01266514598677463,0.2339072621553916,0.019149399809136075,14
XGBoost,gfc,KR,momentum,expanding,Pre-Lehman,0.1846749976944385,0.1347769239341304,0.011705799513994232,0.1616231102496927,0.019149399809136075,14
XGBoost,gfc,KR,momentum,expanding,Lehman Crisis,0.5764892290179086,0.37047862843463447,0.01651455472658791,0.24756379376407897,0.019149399809136075,14
XGBoost,gfc,KR,momentum,expanding,Recovery,0.3020871938622741,0.14658377201209943,0.01028502159573266,0.22768644751232653,0.019149399809136075,14
Ridge,gfc,JP,momentum,static,Full Test,0.2759185391197779,0.1815976699924124,0.013458599132563785,0.20294692545661697,0.011856117580561132,14
Ridge,gfc,JP,momentum,static,Pre-Lehman,0.19240156476309106,0.14426491324069862,0.013777847863941636,0.17872428956505704,0.011856117580561132,14
Ridge,gfc,JP,momentum,static,Lehman Crisis,0.45290100592749,0.31059334555640167,0.016010665185286738,0.21289548994721558,0.011856117580561132,14
Ridge,gfc,JP,momentum,static,Recovery,0.16082732153410087,0.12491801552397006,0.008531749410458818,0.12959173738557403,0.011856117580561132,14
Ridge,gfc,JP,momentum,expanding,Full Test,0.28856370874655357,0.18343975798117848,0.013413092677234558,0.21224785284561523,0.011856117580561132,14
Ridge,gfc,JP,momentum,expanding,Pre-Lehman,0.19238205854745677,0.14422582983801155,0.013749557201098928,0.1787061699903247,0.011856117580561132,14
Ridge,gfc,JP,momentum,expanding,Lehman Crisis,0.4847060629914458,0.3203235306959038,0.016073917789871158,0.22784611517835957,0.011856117580561132,14
Ridge,gfc,JP,momentum,expanding,Recovery,0.15851318199163011,0.12184895286661429,0.008263290911637125,0.12772704573367794,0.011856117580561132,14
ElasticNet,gfc,JP,momentum,static,Full Test,0.2796745165020308,0.18215235972139002,0.013514697699311963,0.20570956715602784,0.011373966527423302,14
ElasticNet,gfc,JP,momentum,static,Pre-Lehman,0.1920397786536876,0.14373053574163935,0.013677881824986441,0.17838822179212985,0.011373966527423302,14
ElasticNet,gfc,JP,momentum,static,Lehman Crisis,0.4630565007257172,0.31504382615113824,0.016759665359194802,0.21766929042994432,0.011373966527423302,14
ElasticNet,gfc,JP,momentum,static,Recovery,0.15898854176888233,0.12362272425904747,0.008123420867643475,0.12811008201650426,0.011373966527423302,14
ElasticNet,gfc,JP,momentum,expanding,Full Test,0.28996829764968274,0.18240445278302014,0.013307303849395604,0.21328097298437038,0.011373966527423302,14
ElasticNet,gfc,JP,momentum,expanding,Pre-Lehman,0.19201079384797365,0.14362120687331084,0.013657795704645658,0.17836129743309054,0.011373966527423302,14
ElasticNet,gfc,JP,momentum,expanding,Lehman Crisis,0.48933711317747786,0.31919804434431553,0.01624707698739688,0.23002303615098219,0.011373966527423302,14
ElasticNet,gfc,JP,momentum,expanding,Recovery,0.1545973678875535,0.11939782523758892,0.007694052139831838,0.12457175378336945,0.011373966527423302,14
Huber,gfc,JP,momentum,static,Full Test,0.29495176766510345,0.18577676545763522,0.014073132273163402,0.21694647484213364,0.011928118755697478,14
Huber,gfc,JP,momentum,static,Pre-Lehman,0.19287931841872627,0.143421916917489,0.013631997426374208,0.1791680810840899,0.011928118755697478,14
Huber,gfc,JP,momentum,static,Lehman Crisis,0.49964543887807916,0.33121521505622487,0.019053738404187687,0.23486867796197952,0.011928118755697478,14
Huber,gfc,JP,momentum,static,Recovery,0.15912566686148005,0.12281974976128841,0.008286187515031435,0.1282205749279038,0.011928118755697478,14
Huber,gfc,JP,momentum,expanding,Full Test,0.2869638403151735,0.18306900753606237,0.013634213073509755,0.21107109835742646,0.011928118755697478,14
Huber,gfc,JP,momentum,expanding,Pre-Lehman,0.19294828004073958,0.14350312314420077,0.013626609698963567,0.17923214042225982,0.011928118755697478,14
Huber,gfc,JP,momentum,expanding,Lehman Crisis,0.4805918399821927,0.3206441748014162,0.01739518350137406,0.22591213951514966,0.011928118755697478,14
Huber,gfc,JP,momentum,expanding,Recovery,0.15692352033471973,0.12172070764379368,0.00809337548874046,0.1264461252158879,0.011928118755697478,14
LightGBM,gfc,JP,momentum,static,Full Test,0.4244087712283909,0.22547119815550212,0.020644071592402394,0.3121662485326223,0.011844307253829718,14
LightGBM,gfc,JP,momentum,static,Pre-Lehman,0.1944863085264581,0.14219976258248868,0.013971449063380393,0.18066083487585916,0.011844307253829718,14
LightGBM,gfc,JP,momentum,static,Lehman Crisis,0.7906661286676427,0.48329531315214963,0.04381554682000695,0.3716689754367994,0.011844307253829718,14
LightGBM,gfc,JP,momentum,static,Recovery,0.1820708831433031,0.1433184519750726,0.010342360742950113,0.14670941385331443,0.011844307253829718,14
LightGBM,gfc,JP,momentum,expanding,Full Test,0.3319138917839229,0.19759103608038686,0.015299281891166054,0.24413330133154143,0.011844307253829718,14
LightGBM,gfc,JP,momentum,expanding,Pre-Lehman,0.1938753939544441,0.1414208411816684,0.013954770715182776,0.1800933484679259,0.011844307253829718,14
LightGBM,gfc,JP,momentum,expanding,Lehman Crisis,0.5834721546437033,0.37992350403370545,0.02252645020104619,0.27427316037650024,0.011844307253829718,14
LightGBM,gfc,JP,momentum,expanding,Recovery,0.17418310004455356,0.12971107036956495,0.009436066416114525,0.14035358136081855,0.011844307253829718,14
XGBoost,gfc,JP,momentum,static,Full Test,0.3649963464476078,0.20988260423232685,0.017218278690900434,0.26846650663906224,0.011408675951217286,14
XGBoost,gfc,JP,momentum,static,Pre-Lehman,0.19504723108792177,0.14259930530692244,0.014060754884365399,0.18118188306183441,0.011408675951217286,14
XGBoost,gfc,JP,momentum,static,Lehman Crisis,0.6575866834657165,0.42090261207913315,0.029517356490750376,0.30911222833894964,0.011408675951217286,14
XGBoost,gfc,JP,momentum,static,Recovery,0.18069547243160144,0.13950848615182176,0.010368138758787603,0.1456011328594638,0.011408675951217286,14
XGBoost,gfc,JP,momentum,expanding,Full Test,0.31292660932449434,0.19019375637327596,0.014336585274713681,0.23016754676423204,0.011408675951217286,14
XGBoost,gfc,JP,momentum,expanding,Pre-Lehman,0.19428584051822415,0.14201731798016687,0.014038034239270502,0.18047461756314526,0.011408675951217286,14
XGBoost,gfc,JP,momentum,expanding,Lehman Crisis,0.5383742863919774,0.3477165845184573,0.01840857930505301,0.25307397417163824,0.011408675951217286,14
XGBoost,gfc,JP,momentum,expanding,Recovery,0.17393588672785895,0.1302881852867895,0.009381927058597793,0.14015438135605746,0.011408675951217286,14
Ridge,covid,US,momentum,static,Full Test,0.5422416063622917,0.21490975592171777,0.03817772267906857,0.4729600902363033,0.01749353568591589,14
Ridge,covid,US,momentum,static,Pre-crash,0.09632566108560671,0.07824618644952433,0.026157047968920544,0.19996177946183769,0.01749353568591589,14
Ridge,covid,US,momentum,static,Crash,1.7605345494642832,1.072098209032416,0.2428838192483555,0.4901508660171634,0.01749353568591589,14
Ridge,covid,US,momentum,static,Recovery,0.19770250623856755,0.1460673987144371,0.01797926219417356,0.19766154521334534,0.01749353568591589,14
Ridge,covid,US,momentum,expanding,Full Test,0.4747302769583616,0.2102528863725154,0.028931051692653593,0.41407459699452903,0.01749353568591589,14
Ridge,covid,US,momentum,expanding,Pre-crash,0.09619033353330492,0.07807129748204178,0.026057445407568915,0.19968085392378784,0.01749353568591589,14
Ridge,covid,US,momentum,expanding,Crash,1.5070720899339254,0.9758676209373556,0.12135353116416142,0.4195843190104893,0.01749353568591589,14
Ridge,covid,US,momentum,expanding,Recovery,0.20247220764554238,0.15060937692097862,0.019346177479509317,0.202430258408975,0.01749353568591589,14
ElasticNet,covid,US,momentum,static,Full Test,0.5234361626305292,0.2131204832325043,0.03276184197212143,0.4565573939843939,0.017070152225471823,14
ElasticNet,covid,US,momentum,static,Pre-crash,0.0974600329677446,0.07760909316594558,0.024041547460422003,0.20231661427498449,0.017070152225471823,14
ElasticNet,covid,US,momentum,static,Crash,1.6925877587550415,1.05456422591609,0.1847548456674621,0.4712337829531838,0.017070152225471823,14
ElasticNet,covid,US,momentum,static,Recovery,0.19703554936356532,0.14579017102403688,0.017727244213305418,0.19699472652190939,0.017070152225471823,14
ElasticNet,covid,US,momentum,expanding,Full Test,0.46074083459722753,0.20882868685702966,0.02735920198781626,0.40187256778126934,0.017070152225471823,14
ElasticNet,covid,US,momentum,expanding,Pre-crash,0.09737531017047969,0.07750449725372395,0.02397693807033095,0.20214073880098157,0.017070152225471823,14
ElasticNet,covid,US,momentum,expanding,Crash,1.4542456774598977,0.9605398711629434,0.10709490915545208,0.40487690424796535,0.017070152225471823,14
ElasticNet,covid,US,momentum,expanding,Recovery,0.20287845740920912,0.1505495814700063,0.019254667542981014,0.20283642400371976,0.017070152225471823,14
Huber,covid,US,momentum,static,Full Test,0.5491860994538887,0.22074995475866913,0.03666686637601903,0.47901729433261286,0.016091935639213135,14
Huber,covid,US,momentum,static,Pre-crash,0.09429992680042323,0.07422699919823263,0.023548532135530223,0.19575657154717674,0.016091935639213135,14
Huber,covid,US,momentum,static,Crash,1.7810685457445052,1.136559794191879,0.2296982364821946,0.49586774107798326,0.016091935639213135,14
Huber,covid,US,momentum,static,Recovery,0.20246639497933555,0.14729316734469974,0.017945423283245183,0.20242444694706632,0.016091935639213135,14
Huber,covid,US,momentum,expanding,Full Test,0.5277748134203073,0.21678777339314886,0.032168447706373005,0.4603417009150322,0.016091935639213135,14
Huber,covid,US,momentum,expanding,Pre-crash,0.09407893864620435,0.07402675747977211,0.023377191356244546,0.19529782375287588,0.016091935639213135,14
Huber,covid,US,momentum,expanding,Crash,1.7064985326889341,1.1068692064033596,0.1798324350547746,0.47510668501735587,0.016091935639213135,14
Huber,covid,US,momentum,expanding,Recovery,0.19914935238985434,0.14545926018353297,0.017620271862300415,0.19910809159958198,0.016091935639213135,14
LightGBM,covid,US,momentum,static,Full Test,0.39728143516914594,0.2035282266950227,0.019635837097340875,0.34652129460767633,0.016019121172992333,14
LightGBM,covid,US,momentum,static,Pre-crash,0.08053560959527101,0.0628621048143599,0.01659548089492759,0.16718331982587928,0.016019121172992333,14
LightGBM,covid,US,momentum,static,Crash,1.1846480095067518,0.8789023569159788,0.05520105996312422,0.32981814981247165,0.016019121172992333,14
LightGBM,covid,US,momentum,static,Recovery,0.22178549973745995,0.15530144300326812,0.01630012244579408,0.2217395490733965,0.016019121172992333,14
LightGBM,covid,US,momentum,expanding,Full Test,0.36742093427693245,0.1973285057396339,0.018750293521755827,0.32047603170129857,0.016019121172992333,14
LightGBM,covid,US,momentum,expanding,Pre-crash,0.08135427129149399,0.0635925942413882,0.017350031035328062,0.1688827740285191,0.016019121172992333,14
LightGBM,covid,US,momentum,expanding,Crash,1.0975859478271042,0.8626528134747866,0.04730462849301468,0.30557917935744466,0.016019121172992333,14
LightGBM,covid,US,momentum,expanding,Recovery,0.20347627535125878,0.14893760178130255,0.01588241931669612,0.20343411808676395,0.016019121172992333,14
XGBoost,covid,US,momentum,static,Full Test,0.4003143714975611,0.20104537011518847,0.01882096039497121,0.3491667165427276,0.016604133926759045,14
XGBoost,covid,US,momentum,static,Pre-crash,0.0770651034227925,0.05848037894061172,0.015519399136026957,0.15997891985539428,0.016604133926759045,14
XGBoost,covid,US,momentum,static,Crash,1.2360965044747805,0.9463380363115338,0.05605702105668533,0.3441419382161314,0.016604133926759045,14
XGBoost,covid,US,momentum,static,Recovery,0.19695473019347023,0.14551739459949542,0.015350113364591272,0.19691392409634692,0.016604133926759045,14
XGBoost,covid,US,momentum,expanding,Full Test,0.4053095375871068,0.20396197362397064,0.019285243633642982,0.3535236566534397,0.016604133926759045,14
XGBoost,covid,US,momentum,expanding,Pre-crash,0.07625824400950984,0.05891878174662128,0.0151643320755148,0.15830396593099663,0.016604133926759045,14
XGBoost,covid,US,momentum,expanding,Crash,1.2522725566546427,0.9588899447569422,0.05603354813224283,0.34864551696561463,0.016604133926759045,14
XGBoost,covid,US,momentum,expanding,Recovery,0.1990203847496624,0.14783189196727706,0.016017105665225736,0.1989791506795711,0.016604133926759045,14
Ridge,covid,KR,momentum,static,Full Test,0.26110861340248637,0.17405097324503851,0.024262230263472663,0.25604515964335234,0.01457339310117689,14
Ridge,covid,KR,momentum,static,Pre-crash,0.14515735376941108,0.1008700000095324,0.012087993776690054,0.18617767116608827,0.01457339310117689,14
Ridge,covid,KR,momentum,static,Crash,0.41368954057470214,0.30147450645705287,0.017927614851096115,0.21055192780586968,0.01457339310117689,14
Ridge,covid,KR,momentum,static,Recovery,0.2559365849524793,0.17345430587936353,0.027174340683771097,0.26654948254329414,0.01457339310117689,14
Ridge,covid,KR,momentum,expanding,Full Test,0.26149336338136414,0.17411186154527258,0.024269884098146337,0.25642244849828827,0.01457339310117689,14
Ridge,covid,KR,momentum,expanding,Pre-crash,0.14520882848747185,0.10087236128586569,0.01209474574872705,0.18624369223139173,0.01457339310117689,14
Ridge,covid,KR,momentum,expanding,Crash,0.416176432487103,0.3024797324866045,0.017964441244484385,0.2118176593147529,0.01457339310117689,14
Ridge,covid,KR,momentum,expanding,Recovery,0.25599765824687165,0.17342257622918547,0.0271789681718785,0.2666130883580725,0.01457339310117689,14
ElasticNet,covid,KR,momentum,static,Full Test,0.262134937430767,0.17419351966304325,0.024001751280306686,0.2570515810564286,0.014189609447884312,14
ElasticNet,covid,KR,momentum,static,Pre-crash,0.14387554826313317,0.09938729531488018,0.012022682942336825,0.18453363758563474,0.014189609447884312,14
ElasticNet,covid,KR,momentum,static,Crash,0.42545288028658856,0.3139041095002888,0.017644270320321138,0.2165390113814714,0.014189609447884312,14
ElasticNet,covid,KR,momentum,static,Recovery,0.25531366141929346,0.17254922521306174,0.026880785092747526,0.26590072830026334,0.014189609447884312,14
ElasticNet,covid,KR,momentum,expanding,Full Test,0.26264239134570166,0.17433939288592365,0.024027349214664453,0.2575491943559976,0.014189609447884312,14
ElasticNet,covid,KR,momentum,expanding,Pre-crash,0.1439157274196616,0.09938224382334353,0.012028701002501193,0.18458517105326575,0.014189609447884312,14
ElasticNet,covid,KR,momentum,expanding,Crash,0.4284846018226045,0.3150120794416088,0.01768590689583953,0.21808204003308285,0.014189609447884312,14
ElasticNet,covid,KR,momentum,expanding,Recovery,0.2554285967837873,0.17261738142509508,0.026908198048628193,0.26602042967838974,0.014189609447884312,14
Huber,covid,KR,momentum,static,Full Test,0.25574829645794533,0.16735608963469772,0.02305392067977009,0.2507887906943573,0.013842279633230353,14
Huber,covid,KR,momentum,static,Pre-crash,0.1381598265411757,0.09572246594629573,0.011290007725465305,0.17720269821815424,0.013842279633230353,14
Huber,covid,KR,momentum,static,Crash,0.41405413408631525,0.31192315928118386,0.017465569067755322,0.21073749175952683,0.013842279633230353,14
Huber,covid,KR,momentum,static,Recovery,0.24950619188546266,0.1646022790436449,0.025809609936296014,0.2598524409894986,0.013842279633230353,14
Huber,covid,KR,momentum,expanding,Full Test,0.25622516557341435,0.16752274034540712,0.023084508925349214,0.25125641229905343,0.013842279633230353,14
Huber,covid,KR,momentum,expanding,Pre-crash,0.13815934151936515,0.09564551904835435,0.011286496130000634,0.1772020761330252,0.013842279633230353,14
Huber,covid,KR,momentum,expanding,Crash,0.41855716249256164,0.3152919552074177,0.01756496350532107,0.21302935853136407,0.013842279633230353,14
Huber,covid,KR,momentum,expanding,Recovery,0.24931634654702783,0.16446310093548325,0.025838888621483546,0.259654723352794,0.013842279633230353,14
LightGBM,covid,KR,momentum,static,Full Test,0.274672956913154,0.16657736142650556,0.022002807250659145,0.26934646155901365,0.012799513592165341,14
LightGBM,covid,KR,momentum,static,Pre-crash,0.13411284366454934,0.09412714056122734,0.011055041377193518,0.1720120700642666,0.012799513592165341,14
LightGBM,covid,KR,momentum,static,Crash,0.5312917644410419,0.3615897765278837,0.02289861134771312,0.2704068975856628,0.012799513592165341,14
LightGBM,covid,KR,momentum,static,Recovery,0.2515908675606206,0.15845495003669197,0.02390051516489437,0.2620235617090593,0.012799513592165341,14
LightGBM,covid,KR,momentum,expanding,Full Test,0.27226121607386855,0.16727019904722276,0.021880743368517072,0.2669814895262398,0.012799513592165341,14
LightGBM,covid,KR,momentum,expanding,Pre-crash,0.13741140793939063,0.09485535798263801,0.011530159818735588,0.17624278245281816,0.012799513592165341,14
LightGBM,covid,KR,momentum,expanding,Crash,0.536354345162455,0.36730339453981437,0.022724856534584642,0.2729835547790875,0.012799513592165341,14
LightGBM,covid,KR,momentum,expanding,Recovery,0.2466571097926844,0.15859219035928548,0.023675243617240684,0.25688521628540084,0.012799513592165341,14
XGBoost,covid,KR,momentum,static,Full Test,0.28669830553635195,0.17234664001010216,0.022286794166955184,0.28113861298546816,0.012803793837002421,14
XGBoost,covid,KR,momentum,static,Pre-crash,0.13292514483153645,0.09492262243557825,0.011212942542636415,0.1704887369568838,0.012803793837002421,14
XGBoost,covid,KR,momentum,static,Crash,0.5868366444994443,0.39541458526699536,0.02353234269067106,0.2986770867710009,0.012803793837002421,14
XGBoost,covid,KR,momentum,static,Recovery,0.25550447723355535,0.16206233670131873,0.024169233166190202,0.26609945665542223,0.012803793837002421,14
XGBoost,covid,KR,momentum,expanding,Full Test,0.28886552778913077,0.1741737613789343,0.022578745367237547,0.2832638081694356,0.012803793837002421,14
XGBoost,covid,KR,momentum,expanding,Pre-crash,0.13549903451793835,0.09348323443977312,0.01133250959606329,0.17378998746337865,0.012803793837002421,14
XGBoost,covid,KR,momentum,expanding,Crash,0.6128809670537212,0.40226704964391946,0.02530109002960343,0.31193263660816356,0.012803793837002421,14
XGBoost,covid,KR,momentum,expanding,Recovery,0.2516948014646101,0.1639352686149028,0.024331083982244917,0.26213180543018366,0.012803793837002421,14
Ridge,covid,JP,momentum,static,Full Test,0.2538737048670556,0.14986752295979117,0.02089971191656727,0.29168110291124016,0.01974452855173392,14
Ridge,covid,JP,momentum,static,Pre-crash,0.13124870896931104,0.106027801065113,0.025290311272114077,0.2445532008723073,0.01974452855173392,14
Ridge,covid,JP,momentum,static,Crash,0.6085764828002844,0.3721680886007019,0.021378701778745585,0.2658674742334957,0.01974452855173392,14
Ridge,covid,JP,momentum,static,Recovery,0.20391511328866915,0.1349374158380012,0.02007180553960796,0.2598737980780255,0.01974452855173392,14
Ridge,covid,JP,momentum,expanding,Full Test,0.2537461597015194,0.14966453545891636,0.020848093629358758,0.29153456345543444,0.01974452855173392,14
Ridge,covid,JP,momentum,expanding,Pre-crash,0.1312117901245043,0.10600644918157702,0.025267132470504307,0.24448441069721988,0.01974452855173392,14
Ridge,covid,JP,momentum,expanding,Crash,0.6083134653341699,0.37277781211824756,0.021396337818593503,0.2657525703695255,0.01974452855173392,14
Ridge,covid,JP,momentum,expanding,Recovery,0.20379632516965843,0.13461918379560942,0.020008067170470246,0.2597224119489839,0.01974452855173392,14
ElasticNet,covid,JP,momentum,static,Full Test,0.25339374667851094,0.14894888957654073,0.021008328231307886,0.29112966835499376,0.01951555423581308,14
ElasticNet,covid,JP,momentum,static,Pre-crash,0.12875685882554835,0.10267486498394665,0.0242906423745,0.2399101843159024,0.01951555423581308,14
ElasticNet,covid,JP,momentum,static,Crash,0.6048469306057878,0.36289524027058667,0.020590107082905224,0.2642381529402866,0.01951555423581308,14
ElasticNet,covid,JP,momentum,static,Recovery,0.20456557427179703,0.13530406241723283,0.020468703688804178,0.26070275951919003,0.01951555423581308,14
ElasticNet,covid,JP,momentum,expanding,Full Test,0.2531512177038665,0.1486257153208573,0.02094511503310189,0.2908510214630312,0.01951555423581308,14
ElasticNet,covid,JP,momentum,expanding,Pre-crash,0.12874971057208903,0.10269083667099752,0.024279485428527228,0.2398968651124005,0.01951555423581308,14
ElasticNet,covid,JP,momentum,expanding,Crash,0.6044690462711033,0.36172838671030955,0.020590076074012614,0.2640730674391961,0.01951555423581308,14
ElasticNet,covid,JP,momentum,expanding,Recovery,0.20429606987244828,0.1350068994017486,0.020389800609304363,0.26035929732686913,0.01951555423581308,14
Huber,covid,JP,momentum,static,Full Test,0.261743125756156,0.15089400951902562,0.021309362123574465,0.3007224542611468,0.019762170746045752,14
Huber,covid,JP,momentum,static,Pre-crash,0.12572167235400203,0.10258110235189244,0.02370868896662701,0.23425477960609653,0.019762170746045752,14
Huber,covid,JP,momentum,static,Crash,0.6348187779180786,0.3754756412612384,0.022782149912801575,0.2773318881867828,0.019762170746045752,14
Huber,covid,JP,momentum,static,Recovery,0.20902685021680323,0.13652451991372108,0.020733229038541943,0.2663883053593439,0.019762170746045752,14
Huber,covid,JP,momentum,expanding,Full Test,0.26140419254401925,0.15072371272629248,0.021230111384686102,0.3003330464129371,0.019762170746045752,14
Huber,covid,JP,momentum,expanding,Pre-crash,0.12570517359198047,0.10257702517602087,0.023694449802824282,0.23422403777941886,0.019762170746045752,14
Huber,covid,JP,momentum,expanding,Crash,0.6348618377248286,0.375321298082646,0.022818038103863472,0.27735069963018416,0.019762170746045752,14
Huber,covid,JP,momentum,expanding,Recovery,0.20847180191876716,0.13632310287354113,0.02063068248434777,0.2656809398924048,0.019762170746045752,14
LightGBM,covid,JP,momentum,static,Full Test,0.2540804826681746,0.15181919791014806,0.019788049195076814,0.29191867449085507,0.017992138622773476,14
LightGBM,covid,JP,momentum,static,Pre-crash,0.1157464910770315,0.0906534429498118,0.02069842102297484,0.21566821574789466,0.017992138622773476,14
LightGBM,covid,JP,momentum,static,Crash,0.6156042656450139,0.4468098747187565,0.0258215793044655,0.268937686322192,0.017992138622773476,14
LightGBM,covid,JP,momentum,static,Recovery,0.20375543182854877,0.1325377304602961,0.01901020326820036,0.2596702965971648,0.017992138622773476,14
LightGBM,covid,JP,momentum,expanding,Full Test,0.24787289757451245,0.15189811765013667,0.0198682655308697,0.2847866429656409,0.017992138622773476,14
LightGBM,covid,JP,momentum,expanding,Pre-crash,0.11220761497369615,0.08771511335807215,0.01939112159331685,0.20907429581254858,0.017992138622773476,14
LightGBM,covid,JP,momentum,expanding,Crash,0.6000104057690141,0.45307662103611857,0.026257371038524723,0.26212523093498036,0.017992138622773476,14
LightGBM,covid,JP,momentum,expanding,Recovery,0.19901945509082525,0.1325198788184403,0.019300269537825605,0.25363466616942354,0.017992138622773476,14
XGBoost,covid,JP,momentum,static,Full Test,0.24683551244058796,0.15281918096320618,0.020154852320552984,0.28359476828856367,0.018815454221834903,14
XGBoost,covid,JP,momentum,static,Pre-crash,0.11796752773302864,0.09364650013948106,0.020835088130015715,0.21980663072922474,0.018815454221834903,14
XGBoost,covid,JP,momentum,static,Crash,0.5896103991505146,0.44349032202096883,0.023991706100113596,0.2575818028370867,0.018815454221834903,14
XGBoost,covid,JP,momentum,static,Recovery,0.19995163574238703,0.13362534648517094,0.01964222864569319,0.25482265720407177,0.018815454221834903,14
XGBoost,covid,JP,momentum,expanding,Full Test,0.23728339361608208,0.14940127912763818,0.019615460267300523,0.2726201281408961,0.018815454221834903,14
XGBoost,covid,JP,momentum,expanding,Pre-crash,0.11738055804731545,0.0936469579785799,0.020588095762461997,0.21871294137728042,0.018815454221834903,14
XGBoost,covid,JP,momentum,expanding,Crash,0.556922714731993,0.4011333889852584,0.023726032450844217,0.2433016057862488,0.018815454221834903,14
XGBoost,covid,JP,momentum,expanding,Recovery,0.19472113466300686,0.1335786044535744,0.01902299874672171,0.2481567943387455,0.018815454221834903,14
